Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-16 00:00:00+02:00,4922.7900390625,5006.7900390625,4887.56005859375,4952.4599609375,144445800,0.0,0.0
2020-06-17 00:00:00+02:00,4952.56982421875,5026.83984375,4952.56982421875,4995.97021484375,107060900,0.0,0.0
2020-06-18 00:00:00+02:00,4978.2998046875,5017.18017578125,4908.60009765625,4958.75,101195000,0.0,0.0
2020-06-19 00:00:00+02:00,4997.52978515625,5040.47021484375,4979.4501953125,4979.4501953125,219575400,0.0,0.0
2020-06-22 00:00:00+02:00,4928.009765625,5006.39990234375,4902.06005859375,4948.7001953125,84695500,0.0,0.0
2020-06-23 00:00:00+02:00,4972.8798828125,5046.31005859375,4962.60009765625,5017.68017578125,101534900,0.0,0.0
2020-06-24 00:00:00+02:00,4985.6298828125,5004.0400390625,4871.35986328125,4871.35986328125,97104300,0.0,0.0
2020-06-25 00:00:00+02:00,4860.16015625,4941.9599609375,4795.0498046875,4918.580078125,99381800,0.0,0.0
2020-06-26 00:00:00+02:00,4965.72021484375,5014.830078125,4908.14990234375,4909.64013671875,83954200,0.0,0.0
2020-06-29 00:00:00+02:00,4887.22998046875,4977.6298828125,4867.330078125,4945.4599609375,94421100,0.0,0.0
2020-06-30 00:00:00+02:00,4958.93994140625,4967.35009765625,4901.9599609375,4935.990234375,102399800,0.0,0.0
2020-07-01 00:00:00+02:00,4939.7998046875,4963.3701171875,4851.3701171875,4926.93994140625,94498400,0.0,0.0
2020-07-02 00:00:00+02:00,4963.1298828125,5072.7099609375,4956.66015625,5049.3798828125,115448500,0.0,0.0
2020-07-03 00:00:00+02:00,5056.669921875,5062.509765625,4982.240234375,5007.14013671875,61984900,0.0,0.0
2020-07-06 00:00:00+02:00,5112.5,5121.72021484375,5059.06982421875,5081.509765625,88519700,0.0,0.0
2020-07-07 00:00:00+02:00,5054.0400390625,5056.52001953125,5009.02978515625,5043.72998046875,75993100,0.0,0.0
2020-07-08 00:00:00+02:00,5004.81982421875,5040.52001953125,4969.830078125,4981.1298828125,79877900,0.0,0.0
2020-07-09 00:00:00+02:00,5006.52001953125,5014.85009765625,4911.56005859375,4921.009765625,83118100,0.0,0.0
2020-07-10 00:00:00+02:00,4891.60986328125,4974.3701171875,4882.5,4970.47998046875,82357100,0.0,0.0
2020-07-13 00:00:00+02:00,5026.2001953125,5060.43017578125,4980.1201171875,5056.22998046875,75191300,0.0,0.0
2020-07-14 00:00:00+02:00,4990.47998046875,5007.4599609375,4941.72998046875,5007.4599609375,83503800,0.0,0.0
2020-07-15 00:00:00+02:00,5045.919921875,5145.330078125,5039.18994140625,5108.97998046875,97819900,0.0,0.0
2020-07-16 00:00:00+02:00,5076.52001953125,5105.1201171875,5048.31982421875,5085.27978515625,69535800,0.0,0.0
2020-07-17 00:00:00+02:00,5088.0,5091.1298828125,5045.06982421875,5069.419921875,82550600,0.0,0.0
2020-07-20 00:00:00+02:00,5058.47998046875,5100.7900390625,5015.10986328125,5093.18017578125,65186800,0.0,0.0
2020-07-21 00:00:00+02:00,5129.77978515625,5172.97998046875,5097.419921875,5104.27978515625,85782100,0.0,0.0
2020-07-22 00:00:00+02:00,5098.47998046875,5099.2900390625,5028.47998046875,5037.1201171875,75799200,0.0,0.0
2020-07-23 00:00:00+02:00,5064.72021484375,5083.97021484375,5019.2099609375,5033.759765625,79473700,0.0,0.0
2020-07-24 00:00:00+02:00,4973.72998046875,4982.1201171875,4925.41015625,4956.43017578125,76465000,0.0,0.0
2020-07-27 00:00:00+02:00,4944.2998046875,4957.77001953125,4923.18994140625,4939.6201171875,74167000,0.0,0.0
2020-07-28 00:00:00+02:00,4930.10009765625,4950.009765625,4893.6298828125,4928.93994140625,78674500,0.0,0.0
2020-07-29 00:00:00+02:00,4948.47998046875,4978.5,4945.580078125,4958.740234375,75517100,0.0,0.0
2020-07-30 00:00:00+02:00,4952.080078125,4952.3798828125,4801.02001953125,4852.93994140625,137065700,0.0,0.0
2020-07-31 00:00:00+02:00,4866.240234375,4902.89990234375,4783.68994140625,4783.68994140625,129676300,0.0,0.0
2020-08-03 00:00:00+02:00,4797.06005859375,4899.52001953125,4763.60009765625,4875.93017578125,104619900,0.0,0.0
2020-08-04 00:00:00+02:00,4905.66015625,4920.7998046875,4856.64990234375,4889.52001953125,86945300,0.0,0.0
2020-08-05 00:00:00+02:00,4916.9599609375,4954.60009765625,4907.41015625,4933.33984375,74970100,0.0,0.0
2020-08-06 00:00:00+02:00,4919.41015625,4951.85986328125,4860.97998046875,4885.1298828125,80015300,0.0,0.0
2020-08-07 00:00:00+02:00,4873.10009765625,4896.2099609375,4843.89990234375,4889.52001953125,62365400,0.0,0.0
2020-08-10 00:00:00+02:00,4905.27001953125,4937.6298828125,4878.580078125,4909.509765625,62044500,0.0,0.0
2020-08-11 00:00:00+02:00,4952.41015625,5052.1201171875,4949.0498046875,5027.990234375,97809400,0.0,0.0
2020-08-12 00:00:00+02:00,5017.72998046875,5096.52978515625,5010.7998046875,5073.31005859375,76792800,0.0,0.0
2020-08-13 00:00:00+02:00,5055.419921875,5079.02001953125,5037.5498046875,5042.3798828125,57693500,0.0,0.0
2020-08-14 00:00:00+02:00,5018.9501953125,5018.9501953125,4921.580078125,4962.93017578125,66383400,0.0,0.0
2020-08-17 00:00:00+02:00,4972.58984375,4995.5498046875,4937.72021484375,4971.93994140625,51855600,0.0,0.0
2020-08-18 00:00:00+02:00,4951.97998046875,5001.2900390625,4924.14990234375,4938.06005859375,60466700,0.0,0.0
2020-08-19 00:00:00+02:00,4934.7900390625,4977.22998046875,4917.52978515625,4977.22998046875,53103600,0.0,0.0
2020-08-20 00:00:00+02:00,4914.68994140625,4937.9501953125,4888.14990234375,4911.240234375,66410900,0.0,0.0
2020-08-21 00:00:00+02:00,4927.60986328125,4939.25,4839.080078125,4896.330078125,72886800,0.0,0.0
2020-08-24 00:00:00+02:00,4948.7099609375,5013.7001953125,4948.7099609375,5007.89013671875,68837200,0.0,0.0
2020-08-25 00:00:00+02:00,5023.06005859375,5073.60986328125,5008.27001953125,5008.27001953125,64060000,0.0,0.0
2020-08-26 00:00:00+02:00,4991.6298828125,5050.10009765625,4977.93994140625,5048.43017578125,49317700,0.0,0.0
2020-08-27 00:00:00+02:00,5052.259765625,5052.259765625,5005.4599609375,5015.97021484375,67454700,0.0,0.0
2020-08-28 00:00:00+02:00,5031.31005859375,5031.52978515625,4970.64013671875,5002.93994140625,71208000,0.0,0.0
2020-08-31 00:00:00+02:00,5041.33984375,5067.5498046875,4942.18017578125,4947.22021484375,97432500,0.0,0.0
2020-09-01 00:00:00+02:00,4974.419921875,4993.56005859375,4892.830078125,4938.10009765625,91322100,0.0,0.0
2020-09-02 00:00:00+02:00,4969.6201171875,5062.009765625,4959.64013671875,5031.740234375,86998900,0.0,0.0
2020-09-03 00:00:00+02:00,5074.64013671875,5131.39013671875,4982.33984375,5009.52001953125,93616800,0.0,0.0
2020-09-04 00:00:00+02:00,4974.68994140625,5068.8798828125,4928.7900390625,4965.06982421875,108586000,0.0,0.0
2020-09-07 00:00:00+02:00,4979.8701171875,5064.64013671875,4979.8701171875,5053.72021484375,61686000,0.0,0.0
2020-09-08 00:00:00+02:00,5052.8798828125,5061.60009765625,4935.3798828125,4973.52001953125,85589800,0.0,0.0
2020-09-09 00:00:00+02:00,4980.4599609375,5058.35009765625,4973.35986328125,5042.97998046875,86318500,0.0,0.0
2020-09-10 00:00:00+02:00,5039.47998046875,5062.89013671875,5005.83984375,5023.93017578125,70699400,0.0,0.0
2020-09-11 00:00:00+02:00,5014.97021484375,5053.6298828125,4997.85986328125,5034.14013671875,70572900,0.0,0.0
2020-09-14 00:00:00+02:00,5071.8701171875,5087.52001953125,5034.91015625,5051.8798828125,57540800,0.0,0.0
2020-09-15 00:00:00+02:00,5056.89990234375,5087.990234375,5035.10009765625,5067.93017578125,79316700,0.0,0.0
2020-09-16 00:00:00+02:00,5065.75,5091.52001953125,5029.56005859375,5074.419921875,81456400,0.0,0.0
2020-09-17 00:00:00+02:00,5005.89013671875,5053.31982421875,4995.64990234375,5039.5,85821100,0.0,0.0
2020-09-18 00:00:00+02:00,5035.93994140625,5041.330078125,4978.18017578125,4978.18017578125,279158000,0.0,0.0
2020-09-21 00:00:00+02:00,4949.759765625,4949.759765625,4779.2099609375,4792.0400390625,128894100,0.0,0.0
2020-09-22 00:00:00+02:00,4809.56982421875,4827.0,4772.83984375,4772.83984375,92909500,0.0,0.0
2020-09-23 00:00:00+02:00,4824.169921875,4871.4501953125,4802.259765625,4802.259765625,86947200,0.0,0.0
2020-09-24 00:00:00+02:00,4746.10009765625,4806.830078125,4744.0400390625,4762.6201171875,97836800,0.0,0.0
2020-09-25 00:00:00+02:00,4754.81005859375,4758.0498046875,4666.259765625,4729.66015625,96957900,0.0,0.0
2020-09-28 00:00:00+02:00,4806.14013671875,4849.97021484375,4788.18017578125,4843.27001953125,96864500,0.0,0.0
2020-09-29 00:00:00+02:00,4832.8701171875,4846.6298828125,4806.4501953125,4832.06982421875,73788000,0.0,0.0
2020-09-30 00:00:00+02:00,4793.18994140625,4854.02001953125,4782.68994140625,4803.43994140625,98788900,0.0,0.0
2020-10-01 00:00:00+02:00,4850.2001953125,4871.830078125,4804.77001953125,4824.0400390625,90319600,0.0,0.0
2020-10-02 00:00:00+02:00,4769.43017578125,4824.8798828125,4757.22021484375,4824.8798828125,78027700,0.0,0.0
2020-10-05 00:00:00+02:00,4863.6298828125,4876.85986328125,4842.259765625,4871.8701171875,73984600,0.0,0.0
2020-10-06 00:00:00+02:00,4881.7998046875,4925.7099609375,4850.35986328125,4895.4599609375,88768400,0.0,0.0
2020-10-07 00:00:00+02:00,4888.490234375,4915.6298828125,4865.259765625,4882.0,90531200,0.0,0.0
2020-10-08 00:00:00+02:00,4910.490234375,4936.0400390625,4877.10009765625,4911.93994140625,76900000,0.0,0.0
2020-10-09 00:00:00+02:00,4925.41015625,4954.02001953125,4918.06005859375,4946.81005859375,82326900,0.0,0.0
2020-10-12 00:00:00+02:00,4952.47021484375,4998.509765625,4944.0,4979.2900390625,74090900,0.0,0.0
2020-10-13 00:00:00+02:00,4976.27978515625,4976.580078125,4928.64013671875,4947.60986328125,81146200,0.0,0.0
2020-10-14 00:00:00+02:00,4956.68994140625,4965.31982421875,4928.43017578125,4941.66015625,71558400,0.0,0.0
2020-10-15 00:00:00+02:00,4873.02978515625,4881.31005859375,4808.580078125,4837.419921875,106038500,0.0,0.0
2020-10-16 00:00:00+02:00,4904.10009765625,4957.60009765625,4875.759765625,4935.85986328125,103413300,0.0,0.0
2020-10-19 00:00:00+02:00,4955.39013671875,4993.39013671875,4881.4599609375,4942.6201171875,44905900,0.0,0.0
2020-10-20 00:00:00+02:00,4932.8701171875,4968.60986328125,4914.490234375,4929.27978515625,89484700,0.0,0.0
2020-10-21 00:00:00+02:00,4945.330078125,4945.330078125,4849.009765625,4853.9501953125,77277800,0.0,0.0
2020-10-22 00:00:00+02:00,4830.43994140625,4873.89990234375,4783.64990234375,4851.3798828125,89673900,0.0,0.0
2020-10-23 00:00:00+02:00,4843.27978515625,4934.7099609375,4843.14013671875,4909.64013671875,80388100,0.0,0.0
2020-10-26 00:00:00+01:00,4844.64013671875,4896.47021484375,4814.990234375,4816.1201171875,0,0.0,0.0
2020-10-27 00:00:00+01:00,4818.97998046875,4818.97998046875,4723.7001953125,4730.66015625,0,0.0,0.0
2020-10-28 00:00:00+01:00,4635.18994140625,4640.6298828125,4521.60986328125,4571.1201171875,0,0.0,0.0
2020-10-29 00:00:00+01:00,4571.1298828125,4606.72021484375,4512.56982421875,4569.669921875,0,0.0,0.0
2020-10-30 00:00:00+01:00,4519.3701171875,4601.740234375,4519.3701171875,4594.240234375,0,0.0,0.0
2020-11-02 00:00:00+01:00,4614.9501953125,4705.10986328125,4581.85986328125,4691.14013671875,0,0.0,0.0
2020-11-03 00:00:00+01:00,4743.85986328125,4812.2900390625,4730.22998046875,4805.60986328125,0,0.0,0.0
2020-11-04 00:00:00+01:00,4736.4599609375,4926.56005859375,4730.31005859375,4922.85009765625,0,0.0,0.0
2020-11-05 00:00:00+01:00,4956.02001953125,4998.18994140625,4942.18017578125,4983.990234375,0,0.0,0.0
2020-11-06 00:00:00+01:00,4964.259765625,4997.740234375,4915.240234375,4960.8798828125,0,0.0,0.0
2020-11-09 00:00:00+01:00,5036.919921875,5387.490234375,5021.330078125,5336.31982421875,0,0.0,0.0
2020-11-10 00:00:00+01:00,5351.31005859375,5439.080078125,5327.22021484375,5418.97021484375,0,0.0,0.0
2020-11-11 00:00:00+01:00,5433.66015625,5462.9501953125,5408.669921875,5445.2099609375,0,0.0,0.0
2020-11-12 00:00:00+01:00,5394.3701171875,5421.39990234375,5348.6298828125,5362.56982421875,0,0.0,0.0
2020-11-13 00:00:00+01:00,5343.31982421875,5411.1201171875,5343.25,5380.16015625,0,0.0,0.0
2020-11-16 00:00:00+01:00,5430.56982421875,5518.91015625,5402.31005859375,5471.47998046875,0,0.0,0.0
2020-11-17 00:00:00+01:00,5468.2900390625,5487.31005859375,5441.259765625,5483.0,0,0.0,0.0
2020-11-18 00:00:00+01:00,5468.169921875,5521.009765625,5452.1201171875,5511.4501953125,0,0.0,0.0
2020-11-19 00:00:00+01:00,5458.02001953125,5490.18017578125,5449.4501953125,5474.66015625,0,0.0,0.0
2020-11-20 00:00:00+01:00,5463.990234375,5524.25,5461.39013671875,5495.89013671875,0,0.0,0.0
2020-11-23 00:00:00+01:00,5543.830078125,5555.830078125,5492.14990234375,5492.14990234375,95986700,0.0,0.0
2020-11-24 00:00:00+01:00,5546.06982421875,5574.68994140625,5536.10986328125,5558.419921875,0,0.0,0.0
2020-11-25 00:00:00+01:00,5577.97021484375,5589.77978515625,5545.009765625,5571.2900390625,0,0.0,0.0
2020-11-26 00:00:00+01:00,5589.3798828125,5592.77978515625,5559.72021484375,5566.7900390625,65753800,0.0,0.0
2020-11-27 00:00:00+01:00,5563.0400390625,5612.759765625,5556.6201171875,5598.18017578125,84633600,0.0,0.0
2020-11-30 00:00:00+01:00,5564.16015625,5599.93994140625,5518.5498046875,5518.5498046875,0,0.0,0.0
2020-12-01 00:00:00+01:00,5542.4599609375,5589.68017578125,5529.25,5581.64013671875,0,0.0,0.0
2020-12-02 00:00:00+01:00,5563.0498046875,5585.8701171875,5549.7900390625,5583.009765625,0,0.0,0.0
2020-12-03 00:00:00+01:00,5581.52978515625,5584.10009765625,5546.2900390625,5574.35986328125,0,0.0,0.0
2020-12-04 00:00:00+01:00,5574.1201171875,5616.6201171875,5574.1201171875,5609.14990234375,0,0.0,0.0
2020-12-07 00:00:00+01:00,5594.5,5595.830078125,5535.419921875,5573.3798828125,86156600,0.0,0.0
2020-12-08 00:00:00+01:00,5553.7900390625,5574.56982421875,5521.8701171875,5560.669921875,0,0.0,0.0
2020-12-09 00:00:00+01:00,5590.18994140625,5599.41015625,5545.93994140625,5546.81982421875,90861600,0.0,0.0
2020-12-10 00:00:00+01:00,5558.9599609375,5572.7998046875,5511.47998046875,5549.64990234375,0,0.0,0.0
2020-12-11 00:00:00+01:00,5528.14013671875,5532.81005859375,5466.56005859375,5507.5498046875,96872800,0.0,0.0
2020-12-14 00:00:00+01:00,5547.2998046875,5577.18017578125,5527.83984375,5527.83984375,0,0.0,0.0
2020-12-15 00:00:00+01:00,5521.7900390625,5565.52001953125,5517.06005859375,5530.31005859375,0,0.0,0.0
2020-12-16 00:00:00+01:00,5551.4501953125,5589.759765625,5515.5,5547.68017578125,0,0.0,0.0
2020-12-17 00:00:00+01:00,5578.7900390625,5585.509765625,5547.58984375,5549.4599609375,0,0.0,0.0
2020-12-18 00:00:00+01:00,5533.77978515625,5581.9599609375,5519.169921875,5527.83984375,173234900,0.0,0.0
2020-12-21 00:00:00+01:00,5392.5498046875,5422.10009765625,5306.580078125,5393.33984375,122849400,0.0,0.0
2020-12-22 00:00:00+01:00,5411.14990234375,5477.8701171875,5411.14990234375,5466.85986328125,0,0.0,0.0
2020-12-23 00:00:00+01:00,5472.14013671875,5539.16015625,5472.02978515625,5527.58984375,59208500,0.0,0.0
2020-12-24 00:00:00+01:00,5542.490234375,5545.7099609375,5517.009765625,5522.009765625,0,0.0,0.0
2020-12-28 00:00:00+01:00,5562.0400390625,5601.0,5547.89990234375,5588.3798828125,44706900,0.0,0.0
2020-12-29 00:00:00+01:00,5610.1298828125,5625.52001953125,5603.740234375,5611.7900390625,0,0.0,0.0
2020-12-30 00:00:00+01:00,5603.72021484375,5625.60009765625,5594.10986328125,5599.41015625,35280300,0.0,0.0
2020-12-31 00:00:00+01:00,5573.2001953125,5598.93017578125,5551.41015625,5551.41015625,0,0.0,0.0
2021-01-04 00:00:00+01:00,5614.0400390625,5656.419921875,5567.97021484375,5588.9599609375,82741000,0.0,0.0
2021-01-05 00:00:00+01:00,5561.60009765625,5603.66015625,5530.47998046875,5564.60009765625,79263400,0.0,0.0
2021-01-06 00:00:00+01:00,5601.009765625,5648.419921875,5553.39013671875,5630.60009765625,116286300,0.0,0.0
2021-01-07 00:00:00+01:00,5651.0400390625,5689.27978515625,5629.490234375,5669.85009765625,91729600,0.0,0.0
2021-01-08 00:00:00+01:00,5711.580078125,5721.89013671875,5676.14990234375,5706.8798828125,87558400,0.0,0.0
2021-01-11 00:00:00+01:00,5684.66015625,5704.08984375,5629.4599609375,5662.43017578125,76382800,0.0,0.0
2021-01-12 00:00:00+01:00,5672.2001953125,5679.06005859375,5636.75,5650.97021484375,73935200,0.0,0.0
2021-01-13 00:00:00+01:00,5648.9599609375,5679.06982421875,5643.75,5662.669921875,109764000,0.0,0.0
2021-01-14 00:00:00+01:00,5662.169921875,5690.490234375,5656.75,5681.14013671875,104615600,0.0,0.0
2021-01-15 00:00:00+01:00,5648.7001953125,5656.4501953125,5563.740234375,5611.68994140625,127619000,0.0,0.0
2021-01-18 00:00:00+01:00,5584.85009765625,5618.419921875,5584.58984375,5617.27001953125,62122300,0.0,0.0
2021-01-19 00:00:00+01:00,5647.75,5655.22021484375,5592.2001953125,5598.60986328125,89498100,0.0,0.0
2021-01-20 00:00:00+01:00,5615.41015625,5646.06005859375,5602.490234375,5628.43994140625,78552400,0.0,0.0
2021-01-21 00:00:00+01:00,5660.27001953125,5665.97998046875,5589.7998046875,5590.7900390625,87605000,0.0,0.0
2021-01-22 00:00:00+01:00,5568.8798828125,5573.7099609375,5511.43994140625,5559.56982421875,89454700,0.0,0.0
2021-01-25 00:00:00+01:00,5579.72998046875,5584.39990234375,5453.240234375,5472.35986328125,103153900,0.0,0.0
2021-01-26 00:00:00+01:00,5473.25,5555.27978515625,5471.08984375,5523.52001953125,84017800,0.0,0.0
2021-01-27 00:00:00+01:00,5517.52978515625,5545.4501953125,5401.43017578125,5459.6201171875,123358200,0.0,0.0
2021-01-28 00:00:00+01:00,5407.740234375,5525.9501953125,5379.22021484375,5510.52001953125,113180800,0.0,0.0
2021-01-29 00:00:00+01:00,5421.52978515625,5474.7998046875,5399.2099609375,5399.2099609375,109393800,0.0,0.0
2021-02-01 00:00:00+01:00,5441.43017578125,5481.669921875,5429.77978515625,5461.68017578125,75051100,0.0,0.0
2021-02-02 00:00:00+01:00,5510.6201171875,5574.77001953125,5509.240234375,5563.10986328125,92321700,0.0,0.0
2021-02-03 00:00:00+01:00,5610.58984375,5626.41015625,5554.08984375,5563.0498046875,81321400,0.0,0.0
2021-02-04 00:00:00+01:00,5568.39013671875,5613.9501953125,5566.580078125,5608.5400390625,84653400,0.0,0.0
2021-02-05 00:00:00+01:00,5638.740234375,5673.02978515625,5627.83984375,5659.259765625,90026000,0.0,0.0
2021-02-08 00:00:00+01:00,5688.68017578125,5714.27978515625,5673.6298828125,5686.02978515625,75598300,0.0,0.0
2021-02-09 00:00:00+01:00,5703.52978515625,5703.52978515625,5674.43017578125,5691.5400390625,74734600,0.0,0.0
2021-02-10 00:00:00+01:00,5719.31982421875,5719.31982421875,5647.27978515625,5670.7998046875,80605800,0.0,0.0
2021-02-11 00:00:00+01:00,5684.93994140625,5692.0,5656.7998046875,5669.81982421875,85822100,0.0,0.0
2021-02-12 00:00:00+01:00,5651.669921875,5705.02001953125,5627.990234375,5703.669921875,74872400,0.0,0.0
2021-02-15 00:00:00+01:00,5732.2998046875,5801.3798828125,5722.16015625,5786.25,95598000,0.0,0.0
2021-02-16 00:00:00+01:00,5796.43017578125,5797.919921875,5768.9599609375,5786.52978515625,69738200,0.0,0.0
2021-02-17 00:00:00+01:00,5762.009765625,5790.27001953125,5752.85009765625,5765.83984375,89772300,0.0,0.0
2021-02-18 00:00:00+01:00,5757.75,5779.009765625,5720.580078125,5728.330078125,95205800,0.0,0.0
2021-02-19 00:00:00+01:00,5737.18994140625,5784.89990234375,5733.83984375,5773.5498046875,95515600,0.0,0.0
2021-02-22 00:00:00+01:00,5737.47021484375,5776.64013671875,5703.47998046875,5767.43994140625,83870900,0.0,0.0
2021-02-23 00:00:00+01:00,5781.240234375,5804.89990234375,5721.919921875,5779.83984375,0,0.0,0.0
2021-02-24 00:00:00+01:00,5769.2099609375,5804.14013671875,5758.2998046875,5797.97998046875,83298700,0.0,0.0
2021-02-25 00:00:00+01:00,5824.72021484375,5834.35986328125,5783.89013671875,5783.89013671875,99039600,0.0,0.0
2021-02-26 00:00:00+01:00,5715.68994140625,5768.02978515625,5688.259765625,5703.22021484375,126426700,0.0,0.0
2021-03-01 00:00:00+01:00,5770.89013671875,5804.35009765625,5765.7998046875,5792.7900390625,83783600,0.0,0.0
2021-03-02 00:00:00+01:00,5774.6201171875,5835.740234375,5773.52001953125,5809.72998046875,78464500,0.0,0.0
2021-03-03 00:00:00+01:00,5841.2001953125,5871.43017578125,5788.66015625,5830.06005859375,91437400,0.0,0.0
2021-03-04 00:00:00+01:00,5800.72998046875,5844.68994140625,5797.669921875,5830.64990234375,96687500,0.0,0.0
2021-03-05 00:00:00+01:00,5794.47998046875,5837.5498046875,5755.60009765625,5782.64990234375,99553700,0.0,0.0
2021-03-08 00:00:00+01:00,5822.919921875,5912.5,5799.0498046875,5902.990234375,0,0.0,0.0
2021-03-09 00:00:00+01:00,5903.259765625,5937.81005859375,5895.330078125,5924.97021484375,98009300,0.0,0.0
2021-03-10 00:00:00+01:00,5915.169921875,5993.6298828125,5912.35009765625,5990.5498046875,84108900,0.0,0.0
2021-03-11 00:00:00+01:00,6004.16015625,6033.759765625,5995.41015625,6033.759765625,85660900,0.0,0.0
2021-03-12 00:00:00+01:00,6030.6298828125,6046.5498046875,6017.41015625,6046.5498046875,72235700,0.0,0.0
2021-03-15 00:00:00+01:00,6069.08984375,6089.2001953125,6018.5498046875,6035.97021484375,78751000,0.0,0.0
2021-03-16 00:00:00+01:00,6050.39990234375,6061.18994140625,6034.759765625,6055.43017578125,846600,0.0,0.0
2021-03-17 00:00:00+01:00,6048.31005859375,6062.35986328125,6037.25,6054.81982421875,806600,0.0,0.0
2021-03-18 00:00:00+01:00,6076.2099609375,6082.919921875,6044.31982421875,6062.7900390625,91171900,0.0,0.0
2021-03-19 00:00:00+01:00,6021.1298828125,6047.64990234375,5983.60986328125,5997.9599609375,212881400,0.0,0.0
2021-03-22 00:00:00+01:00,5960.85009765625,5987.22998046875,5943.7099609375,5968.47998046875,76067200,0.0,0.0
2021-03-23 00:00:00+01:00,5943.31005859375,5968.56005859375,5921.830078125,5945.2998046875,75656900,0.0,0.0
2021-03-24 00:00:00+01:00,5901.64013671875,5948.669921875,5890.5498046875,5947.2900390625,80552800,0.0,0.0
2021-03-25 00:00:00+01:00,5911.0400390625,5952.41015625,5886.0,5952.41015625,73423600,0.0,0.0
2021-03-26 00:00:00+01:00,5979.22998046875,6002.9501953125,5962.4599609375,5988.81005859375,80680200,0.0,0.0
2021-03-29 00:00:00+02:00,5995.0,6029.58984375,5985.35986328125,6015.509765625,67745900,0.0,0.0
2021-03-30 00:00:00+02:00,6044.5400390625,6095.080078125,6041.39013671875,6088.0400390625,76904000,0.0,0.0
2021-03-31 00:00:00+02:00,6085.02001953125,6097.740234375,6060.240234375,6067.22998046875,85387300,0.0,0.0
2021-04-01 00:00:00+02:00,6079.669921875,6106.1201171875,6063.85986328125,6102.9599609375,75221700,0.0,0.0
2021-04-06 00:00:00+02:00,6155.22021484375,6159.10009765625,6125.740234375,6131.33984375,73632700,0.0,0.0
2021-04-07 00:00:00+02:00,6137.6298828125,6154.3798828125,6118.91015625,6130.66015625,0,0.0,0.0
2021-04-08 00:00:00+02:00,6153.35986328125,6171.4501953125,6146.22021484375,6165.72021484375,66071200,0.0,0.0
2021-04-09 00:00:00+02:00,6171.60009765625,6188.47998046875,6161.419921875,6169.41015625,65261400,0.0,0.0
2021-04-12 00:00:00+02:00,6167.31982421875,6183.02001953125,6151.52001953125,6161.68017578125,0,0.0,0.0
2021-04-13 00:00:00+02:00,6171.8798828125,6193.240234375,6156.490234375,6184.10009765625,74722300,0.0,0.0
2021-04-14 00:00:00+02:00,6214.490234375,6217.740234375,6194.5498046875,6208.580078125,0,0.0,0.0
2021-04-15 00:00:00+02:00,6219.0400390625,6244.22998046875,6209.58984375,6234.14013671875,66204600,0.0,0.0
2021-04-16 00:00:00+02:00,6229.64990234375,6299.56005859375,6229.2998046875,6287.06982421875,86378000,0.0,0.0
2021-04-19 00:00:00+02:00,6294.740234375,6319.080078125,6293.169921875,6296.68994140625,58527600,0.0,0.0
2021-04-20 00:00:00+02:00,6281.10009765625,6285.2900390625,6154.02978515625,6165.10986328125,0,0.0,0.0
2021-04-21 00:00:00+02:00,6180.68994140625,6227.0400390625,6178.66015625,6210.5498046875,77394900,0.0,0.0
